"CAS Number"|"Chemical Analysis"|"Species ECOTOX Number"|"Publication Year"|
10099748|Measured|572|2003|
10099748|Unmeasured|4572|1974|
10099748|Measured|572|2003|
10099748|Measured|1520|2003|
10099748|Measured|572|2003|
10099748|Unmeasured|4598|1990|
10099748|Unmeasured|400|1990|
10099748|Measured|4625|1979|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|5261|1988|
10099748|Unmeasured|11294|1986|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|2475|1986|
10099748|Measured|572|2003|
10099748|Unmeasured|2755|1989|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|5476|1991|
10099748|Unmeasured|5476|1991|
10099748|Measured|1520|2003|
10099748|Unmeasured|485|1989|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|4598|1990|
10099748|Unmeasured|425|1985|
10099748|Unmeasured|71|2011|
10099748|Measured|1520|2003|
10099748|Measured|572|2003|
10099748|Measured|150|1985|
10099748|Unmeasured|400|1990|
10099748|Measured|572|2003|
10099748|Unmeasured|5476|1991|
10099748|Unmeasured|400|1990|
10099748|Measured|1520|2003|
10099748|Unmeasured|1349|1996|
10099748|Unmeasured|2474|1984|
10099748|Unmeasured|425|1985|
10099748|Measured|150|1985|
10099748|Unmeasured|4415|1991|
10099748|Measured|572|2003|
10099748|Unmeasured|400|1990|
10099748|Measured|572|2003|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|5175|1997|
10099748|Measured|1520|2003|
10099748|Measured|1520|2003|
10099748|Measured|572|2003|
10099748|Unmeasured|485|1989|
10099748|Unmeasured|400|1990|
10099748|Unmeasured|400|1990|
10099748|Measured|1520|2003|
10099748|Measured|1520|2003|
10099748|Chemical analysis reported|11787|1974|
10099748|Measured|572|2003|
10099748|Unmeasured|5175|1997|
10099748|Measured|572|2003|
10099748|Measured|1520|2003|
10099748|Unmeasured|5476|1991|
10099748|Measured|1520|2003|
10099748|Unmeasured|11294|1986|
10099748|Measured|1520|2003|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|71|2012|
10099748|Unmeasured|11294|1986|
10099748|Unmeasured|11294|1986|
10099748|Unmeasured|5176|1986|
10099748|Unmeasured|5176|1986|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|5175|1997|
10099748|Unmeasured|5175|1997|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Measured|485|2009|
10099748|Measured|17262|2006|
10099748|Unmeasured|485|2008|
10099748|Measured|17262|2006|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Unmeasured|1015|2004|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|4757|2004|
10099748|Unmeasured|286|2004|
10099748|Measured|17262|2006|
10099748|Unmeasured|485|2008|
10099748|Unmeasured|2079|2004|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|1015|1998|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|352|2009|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|579|2011|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|2079|2004|
10099748|Unmeasured|286|2004|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|5261|1988|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|49949|2019|
10099748|Unmeasured|1015|2004|
10099748|Unmeasured|49949|2019|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|1349|1987|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Unmeasured|485|2011|
10099748|Measured|17262|2006|
10099748|Unmeasured|4757|2004|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|485|2008|
10099748|Unmeasured|49950|2019|
10099748|Measured|17262|2006|
10099748|Unmeasured|1015|1998|
10099748|Unmeasured|485|2008|
10099748|Measured|17262|2006|
10099748|Unmeasured|485|2008|
10099748|Unmeasured|485|2008|
10099748|Measured|17262|2006|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|71|2011|
10099748|Unmeasured|71|2011|
10099748|Measured|17262|2006|
10099748|Unmeasured|485|2008|
10099748|Unmeasured|485|2008|
10099748|Unmeasured|2079|2004|
10099748|Unmeasured|286|2004|
10099748|Unmeasured|485|2008|
10099748|Measured|17262|2006|
10099748|Unmeasured|49951|2019|
10099748|Unmeasured|49951|2019|
10099748|Measured|17262|2006|
10099748|Unmeasured|4757|2004|
10099748|Unmeasured|1015|2004|
10099748|Measured|17262|2006|
10099748|Unmeasured|485|2008|
10099748|Unmeasured|485|2008|
10099748|Measured|17262|2006|
10099748|Unmeasured|1015|1998|
10099748|Unmeasured|485|2008|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Measured|485|2009|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|89|1996|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|134|1996|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|383|1925|
10099748|Unmeasured|17492|1925|
10099748|Unmeasured|383|1925|
10099748|Measured|485|2009|
10099748|Measured|4742|1997|
10099748|Measured|17262|2006|
10099748|Unmeasured|134|1996|
10099748|Measured|4742|1997|
10099748|Measured|4742|1997|
10099748|Unmeasured|383|1938|
10099748|Unmeasured|383|1938|
10099748|Unmeasured|16|1998|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|113|1996|
10099748|Unmeasured|418|1980|
10099748|Unmeasured|43|1990|
10099748|Unmeasured|352|1999|
10099748|Measured|4625|1979|
10099748|Unmeasured|574|1999|
10099748|Unmeasured|383|1927|
10099748|Unmeasured|418|1980|
10099748|Unmeasured|352|1979|
10099748|Measured|4742|1997|
10099748|Unmeasured|418|1978|
10099748|Unmeasured|352|1980|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|113|1997|
10099748|Unmeasured|418|1991|
10099748|Unmeasured|113|1996|
10099748|Measured|2278|1998|
10099748|Unmeasured|16|1998|
10099748|Unmeasured|123|1969|
10099748|Unmeasured|572|1981|
10099748|Unmeasured|466|1930|
10099748|Unmeasured|574|1999|
10099748|Unmeasured|5691|1991|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|10294|1930|
10099748|Unmeasured|418|1978|
10099748|Unmeasured|574|1999|
10099748|Measured|129|1998|
10099748|Unmeasured|352|1979|
10099748|Measured|4742|1997|
10099748|Measured|1020|1998|
10099748|Unmeasured|352|1979|
10099748|Measured|1020|1998|
10099748|Unmeasured|1349|1996|
10099748|Unmeasured|418|1978|
10099748|Unmeasured|574|1990|
10099748|Unmeasured|11275|1994|
10099748|Unmeasured|418|1980|
10099748|Not reported|5476|1991|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|422|1981|
10099748|Unmeasured|5476|1991|
10099748|Unmeasured|113|1987|
10099748|Unmeasured|383|1948|
10099748|Measured|4625|1979|
10099748|Unmeasured|2277|1987|
10099748|Unmeasured|134|1996|
10099748|Unmeasured|352|1994|
10099748|Unmeasured|113|1985|
10099748|Unmeasured|134|1993|
10099748|Measured|485|2009|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|352|1980|
10099748|Unmeasured|418|1980|
10099748|Unmeasured|351|1989|
10099748|Unmeasured|113|1997|
10099748|Unmeasured|134|1996|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|2277|1991|
10099748|Measured|4742|1997|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|134|1996|
10099748|Unmeasured|1632|1979|
10099748|Unmeasured|113|1983|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|11275|1994|
10099748|Measured|4625|1979|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|113|1986|
10099748|Not reported|5476|1991|
10099748|Measured|129|1998|
10099748|Unmeasured|4415|1990|
10099748|Unmeasured|352|2000|
10099748|Unmeasured|418|1989|
10099748|Unmeasured|2495|1999|
10099748|Measured|665|1973|
10099748|Unmeasured|418|1980|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|351|1992|
10099748|Unmeasured|16|1998|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|113|1996|
10099748|Unmeasured|11275|1994|
10099748|Unmeasured|352|1980|
10099748|Unmeasured|352|1979|
10099748|Measured|3056|1976|
10099748|Measured|129|1998|
10099748|Unmeasured|418|1991|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|2277|1987|
10099748|Measured|664|1976|
10099748|Unmeasured|383|1927|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|113|1996|
10099748|Unmeasured|418|1978|
10099748|Measured|1020|1998|
10099748|Unmeasured|352|1980|
10099748|Unmeasured|418|1991|
10099748|Unmeasured|352|1993|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|352|1980|
10099748|Unmeasured|352|1980|
10099748|Unmeasured|418|1991|
10099748|Unmeasured|418|1978|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|113|1987|
10099748|Unmeasured|1349|1994|
10099748|Unmeasured|202|1985|
10099748|Unmeasured|1349|1994|
10099748|Unmeasured|574|1999|
10099748|Unmeasured|1632|1987|
10099748|Unmeasured|418|1985|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|352|1994|
10099748|Unmeasured|4415|1990|
10099748|Unmeasured|352|1979|
10099748|Not reported|113|1985|
10099748|Unmeasured|485|2007|
10099748|Unmeasured|129|1926|
10099748|Measured|2278|1998|
10099748|Unmeasured|383|1927|
10099748|Unmeasured|1349|1996|
10099748|Unmeasured|113|1986|
10099748|Measured|1020|1998|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|352|1999|
10099748|Not reported|113|1985|
10099748|Measured|4625|1979|
10099748|Measured|1020|1998|
10099748|Unmeasured|113|1996|
10099748|Unmeasured|352|1979|
10099748|Measured|4742|1997|
10099748|Not reported|113|1985|
10099748|Unmeasured|113|1986|
10099748|Unmeasured|134|1994|
10099748|Unmeasured|572|1984|
10099748|Unmeasured|352|1994|
10099748|Unmeasured|352|1993|
10099748|Unmeasured|1349|1995|
10099748|Unmeasured|1349|1994|
10099748|Measured|4742|1997|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|418|1980|
10099748|Unmeasured|16|1998|
10099748|Measured|129|1998|
10099748|Unmeasured|49950|2019|
10099748|Unmeasured|352|1980|
10099748|Measured|89|1976|
10099748|Unmeasured|1349|1994|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|352|1979|
10099748|Measured|2278|1998|
10099748|Measured|2278|1998|
10099748|Not reported|5476|1991|
10099748|Unmeasured|16|1998|
10099748|Not reported|113|1985|
10099748|Unmeasured|16|1998|
10099748|Not reported|5476|1991|
10099748|Measured|2278|1998|
10099748|Unmeasured|2495|1999|
10099748|Unmeasured|5691|1991|
10099748|Measured|129|1998|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|418|1978|
10099748|Unmeasured|202|1981|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|352|1999|
10099748|Measured|4742|1997|
10099748|Unmeasured|418|1980|
10099748|Unmeasured|2277|1991|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|352|1979|
10099748|Unmeasured|352|1999|
10099748|Unmeasured|2474|1986|
10099748|Unmeasured|1632|1987|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|28|1981|
10099748|Measured|1|1986|
10099748|Measured|1|1986|
10099748|Measured|1|1982|
10099748|Unmeasured|1|1997|
10099748|Unmeasured|109|1986|
10099748|Unmeasured|1|1997|
10099748|Unmeasured|28|1987|
10099748|Unmeasured|109|1986|
10099748|Unmeasured|57|1977|
10099748|Unmeasured|86|1981|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|28|1983|
10099748|Unmeasured|3|1969|
10099748|Measured|86|1985|
10099748|Unmeasured|86|1981|
10099748|Unmeasured|28|1987|
10099748|Unmeasured|28|1987|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|57|1977|
10099748|Unmeasured|28|1987|
10099748|Unmeasured|57|1977|
10099748|Unmeasured|28|1987|
10099748|Unmeasured|1|1997|
10099748|Unmeasured|1|1997|
10099748|Measured|5156|2011|
10099748|Unmeasured|1|1997|
10099748|Unmeasured|109|1986|
10099748|Unmeasured|57|1977|
10099748|Unmeasured|2|1954|
10099748|Unmeasured|28|1987|
10099748|Unmeasured|3|1976|
10099748|Unmeasured|28|1987|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|109|1986|
10099748|Unmeasured|28|1987|
10099748|Unmeasured|57|1977|
10099748|Measured|5156|2011|
10099748|Unmeasured|28|1983|
10099748|Measured|341|1985|
10099748|Unmeasured|2|1954|
10099748|Unmeasured|57|1977|
10099748|Measured|1|1982|
10099748|Unmeasured|28|1983|
10099748|Unmeasured|1|1997|
10099748|Unmeasured|57|1977|
10099748|Unmeasured|109|1986|
10099748|Unmeasured|57|1977|
10099748|Unmeasured|109|1986|
10099748|Unmeasured|1|1997|
10099748|Unmeasured|1|1997|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|97|1938|
10099748|Unmeasured|28|2009|
10099748|Unmeasured|109|1993|
10099748|Measured|3|1974|
10099748|Unmeasured|5156|2009|
10099748|Unmeasured|1|1980|
10099748|Unmeasured|1|1980|
10099748|Unmeasured|1|1980|
10099748|Unmeasured|1|1980|
10099748|Unmeasured|1|1980|
10099748|Measured|3|1987|
10099748|Measured|3|1976|
10099748|Measured|1|1986|
10099748|Unmeasured|5156|2009|
10099748|Unmeasured|28|2009|
10099748|Unmeasured|30|1996|
10099748|Unmeasured|57|1915|
10099748|Unmeasured|86|1981|
10099748|Measured|86|1985|
10099748|Unmeasured|97|1938|
10099748|Measured|5156|2011|
10099748|Unmeasured|57|1982|
10099748|Measured|20|1976|
10099748|Unmeasured|1|1980|
10099748|Measured|3|1976|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Measured|3|1976|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|28|2009|
10099748|Unmeasured|57|1985|
10099748|Measured|20|1976|
10099748|Unmeasured|28|1962|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Measured|3|1975|
10099748|Measured|3|1977|
10099748|Unmeasured|30|1967|
10099748|Unmeasured|57|1977|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|28|1962|
10099748|Unmeasured|97|1938|
10099748|Measured|3|1976|
10099748|Unmeasured|3|1969|
10099748|Measured|3|1976|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|28|1963|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Measured|3|1976|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|97|1938|
10099748|Unmeasured|97|1938|
10099748|Unmeasured|3|1969|
10099748|Measured|3|1976|
10099748|Unmeasured|97|1938|
10099748|Measured|283|1976|
10099748|Measured|2|1976|
10099748|Unmeasured|3|1969|
10099748|Unmeasured|3|1969|
10099748|Measured|3|1976|
10099748|Measured|3|1975|
10099748|Measured|82|1976|
10099748|Unmeasured|2|1957|
10099748|Unmeasured|97|1938|
10099748|Unmeasured|28|1963|
10099748|Unmeasured|97|1938|
10099748|Measured|2|1976|
10099748|Unmeasured|3|1969|
10099748|Measured|1|1982|
10099748|Unmeasured|3|1969|
10099748|Measured|131|1976|
10099748|Measured|131|1976|
10099748|Measured|283|1976|
10099748|Measured|1|1982|
10099748|Measured|57|1973|
10099748|Unmeasured|3|1969|
10099748|Measured|3|1976|
10099748|Measured|3|1977|
10099748|Measured|3|1975|
10099748|Unmeasured|28|1962|
10099748|Unmeasured|5156|2009|
10099748|Unmeasured|3|1969|
10099748|Measured|82|1976|
10099748|Measured|3|1976|
10099748|Measured|3|1976|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Measured|25|1977|
10099748|Unmeasured|21|1980|
10099748|Measured|25|1975|
10099748|Measured|21|1975|
10099748|Measured|21|1975|
10099748|Unmeasured|21|1997|
10099748|Measured|25|1975|
10099748|Measured|21|1975|
10099748|Measured|21|1992|
10099748|Unmeasured|25|1970|
10099748|Unmeasured|21|1984|
10099748|Unmeasured|25|1970|
10099748|Measured|21|1992|
10099748|Measured|21|1992|
10099748|Unmeasured|21|1997|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|2014|
10099748|Unmeasured|21|2014|
10099748|Unmeasured|21|2014|
10099748|Unmeasured|21|2014|
10099748|Unmeasured|21|2014|
10099748|Unmeasured|21|2014|
10099748|Unmeasured|21|2014|
10099748|Unmeasured|21|2014|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Measured|49|1989|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|25|2010|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
10099748|Unmeasured|21|1998|
